"Ramo" "Pólizas Nuevas" "Pólizas Renovadas" "Cantidad de Asegurados" "Inventario Real" "Inventario Presupuesto" "Inventario Cumplimiento (%)" "Participación Primas Real (%)" "Participación Primas Presupuesto (%)" "Primas Cobradas Netas de Devolución Nueva" "Primas Cobradas Netas de Devolución Renovada" "Primas Cobradas Netas de Devolución Real" "fecha" "cuentas_esp" "centro"
"260" "RESPONSABILIDAD CIVIL DE VEHICULOS" 25 87 3635 237 186 35.6690985150635 68.9972476335242 76.5850052936003 12571295839.7344 2878112392.50004 35728742321.9532 2019-09-17 "Cuenta 3" "Centro 1"
"261" "AUTOMOVIL CASCO FLOTA" 57 53 2204 248 122 154.456252558157 75.9890241548419 41.2914777873084 16954224091.0232 29341715539.3399 33840703987.5165 2019-09-18 "Cuenta 3" "Centro 3"
"262" "AUTOMOVIL" 196 50 484 42 54 80.4096161387861 9.97753771953285 30.1043279701844 21805151773.151 14734864071.9429 38599198276.6427 2019-09-19 "Cuenta 3" "Centro 2"
"263" "AUTOMOVIL" 40 20 3947 159 131 94.5971173234284 81.2450519530103 2.7845237404108 26662829436.8274 923262850.847095 40504373435.3967 2019-09-20 "Cuenta 5" "Centro 1"
"264" "RESPONSABILIDAD CIVIL DE VEHICULOS" 109 85 3607 274 156 31.7836872301996 61.7225095862523 63.6724981013685 14791714737.6575 24048189341.5563 35439023922.6632 2019-09-21 "Cuenta 5" "Centro 2"
"265" "AUTOMOVIL" 73 19 3302 289 179 131.314270570874 98.138230596669 57.8270311933011 7268918643.23989 485178886.447102 27846447343.4724 2019-09-22 "Cuenta 4" "Centro 2"
"266" "RESPONSABILIDAD CIVIL DE VEHICULOS" 35 48 3047 250 152 176.590927690268 93.2129855267704 20.0649188831449 21345168945.8452 13976355141.4944 41214495012.5366 2019-09-23 "Cuenta 1" "Centro 2"
"267" "RESPONSABILIDAD CIVIL DE VEHICULOS" 89 1 147 212 178 92.263384629041 96.4742298936471 84.2731645796448 26542703213.6358 39029729459.4347 33983694226.481 2019-09-24 "Cuenta 5" "Centro 2"
"268" "AUTOMOVIL" 151 80 423 50 117 141.902162879705 51.2493356829509 10.4106094688177 5216596880.92768 43214095104.4857 11578654893.674 2019-09-25 "Cuenta 4" "Centro 4"
"269" "AUTOMOVIL" 199 18 579 191 49 67.7161833737046 56.6456788918003 53.9242898346856 43133860058.1512 15786746283.9931 7862014416.60523 2019-09-26 "Cuenta 2" "Centro 3"
"270" "RESPONSABILIDAD CIVIL DE VEHICULOS" 148 81 362 134 175 197.813347121701 12.832930823788 17.537155514583 11349456489.5518 13932420092.1692 41793746571.0565 2019-09-27 "Cuenta 2" "Centro 1"
"271" "RESPONSABILIDAD CIVIL DE VEHICULOS" 7 6 3570 54 28 55.3132851142436 35.9452606411651 9.8195496480912 15302225318.7373 32197418855.5032 35433882975.4852 2019-09-28 "Cuenta 5" "Centro 3"
"272" "AUTOMOVIL CASCO FLOTA" 185 60 2111 244 58 62.808175617829 9.18265567161143 80.3641166770831 41059429047.1636 46712457120.8842 49733279016.8002 2019-09-29 "Cuenta 5" "Centro 2"
"273" "RESPONSABILIDAD CIVIL DE VEHICULOS" 18 44 1057 15 34 198.239172482863 82.1768766036257 0.151674193330109 27005814609.5835 49426048551.6861 13214247778.5237 2019-09-30 "Cuenta 1" "Centro 3"
"274" "AUTOMOVIL CASCO FLOTA" 9 69 2203 265 40 61.0560229048133 57.9964863834903 70.0332965934649 37019776867.2369 15267375821.7134 18807364709.2097 2019-10-01 "Cuenta 1" "Centro 2"
"275" "RESPONSABILIDAD CIVIL DE VEHICULOS" 105 8 236 52 56 144.74018253386 60.1089884294197 25.0346139539033 19420060119.5917 20897614024.5795 20362776622.6418 2019-10-02 "Cuenta 3" "Centro 2"
"276" "AUTOMOVIL" 30 18 1548 207 55 49.1651847027242 69.0268962644041 47.6405385416001 41195622296.0725 1265165221.41173 40461124863.9412 2019-10-03 "Cuenta 4" "Centro 2"
"277" "AUTOMOVIL CASCO FLOTA" 170 61 1110 58 48 39.9884771555662 80.3887022892013 12.2936040628701 15095449774.5261 29388859006.5762 7255661871.74991 2019-10-04 "Cuenta 3" "Centro 3"
"278" "AUTOMOVIL CASCO FLOTA" 133 26 223 286 93 195.175800193101 91.7724300175905 88.1808362435549 7745670573.7859 13664590811.8226 40269469120.5397 2019-10-05 "Cuenta 2" "Centro 2"
"279" "AUTOMOVIL" 82 70 710 57 49 110.945642832667 18.1127393618226 58.9108760235831 30325047567.0211 2440872776.78773 42634786060.0799 2019-10-06 "Cuenta 1" "Centro 3"
"280" "AUTOMOVIL CASCO FLOTA" 15 25 515 265 151 131.105937482789 16.544398618862 28.499182430096 23116305016.4469 19386400771.3273 41154571366.4964 2019-10-07 "Cuenta 1" "Centro 4"
"281" "RESPONSABILIDAD CIVIL DE VEHICULOS" 177 21 1548 196 119 119.428588170558 92.4614819465205 61.5502292755991 45763919968.158 1881907426.28649 1533250219.65429 2019-10-08 "Cuenta 3" "Centro 1"
"282" "AUTOMOVIL" 55 96 3958 192 50 178.597253095359 81.7698243772611 96.8400883488357 18034139589.8722 40049862803.4256 34568871185.1835 2019-10-09 "Cuenta 4" "Centro 5"
"283" "AUTOMOVIL CASCO FLOTA" 178 69 171 35 181 70.4188749659806 82.1950304787606 12.9941370105371 4980504396.37154 44072624237.7423 15417163411.621 2019-10-10 "Cuenta 5" "Centro 3"
"284" "RESPONSABILIDAD CIVIL DE VEHICULOS" 161 97 1677 1 39 120.813688822091 60.8177929418162 3.39486517477781 24171468056.7384 16851296939.4214 33231192780.6586 2019-10-11 "Cuenta 5" "Centro 5"
"285" "AUTOMOVIL" 82 16 864 118 136 43.9654224086553 95.8010097732767 24.9574707821012 15861514315.4748 48723823309.4104 31568221875.9321 2019-10-12 "Cuenta 1" "Centro 2"
"286" "AUTOMOVIL" 66 30 831 24 170 175.716385152191 52.7732827933505 76.9718379015103 45025826897.4721 18423866014.9276 6401873787.39938 2019-10-13 "Cuenta 2" "Centro 1"
"287" "AUTOMOVIL" 34 6 1216 21 13 92.4947230145335 81.8704436765984 40.3765057213604 27798100654.0358 40764731820.6728 10589524870.7384 2019-10-14 "Cuenta 4" "Centro 2"
"288" "RESPONSABILIDAD CIVIL DE VEHICULOS" 101 94 3817 263 64 92.853080900386 17.6127281738445 86.5868522087112 37451403902.3779 40505421033.5948 11852468445.4314 2019-10-15 "Cuenta 2" "Centro 4"
"289" "AUTOMOVIL CASCO FLOTA" 73 1 3883 170 147 32.6793654821813 10.3842774638906 13.7058733263984 30359975143.8014 3849312756.21057 24767290358.4316 2019-10-16 "Cuenta 5" "Centro 1"
"290" "AUTOMOVIL CASCO FLOTA" 46 42 1697 194 145 5.25919203646481 85.7518473872915 20.0571665307507 16079220874.235 35506044258.3635 20390771119.8553 2019-10-17 "Cuenta 1" "Centro 2"
"291" "RESPONSABILIDAD CIVIL DE VEHICULOS" 162 67 2981 284 126 153.768772026524 31.1525969067588 71.7443134868518 35152715200.0926 23237110755.872 34569563355.7625 2019-10-18 "Cuenta 2" "Centro 2"
"292" "AUTOMOVIL" 55 62 2160 64 181 57.6071898918599 55.6043277261779 75.3252847352996 19233764021.1917 13605507474.8583 41976622818.0379 2019-10-19 "Cuenta 3" "Centro 4"
"293" "AUTOMOVIL CASCO FLOTA" 183 4 1158 50 123 121.091893035918 85.1004733005539 33.6428574053571 33622618718.0728 740330014.377832 2742383314.76226 2019-10-20 "Cuenta 2" "Centro 4"
"294" "RESPONSABILIDAD CIVIL DE VEHICULOS" 74 49 2661 179 67 7.34092071652412 53.6054723197594 43.689253507182 42107209097.594 46995929826.5167 43316139781.3819 2019-10-21 "Cuenta 3" "Centro 4"
"295" "RESPONSABILIDAD CIVIL DE VEHICULOS" 178 47 3879 167 149 33.7974232621491 0.583953643217683 30.3625625791028 17366162827.2384 31402989651.5422 45509134104.941 2019-10-22 "Cuenta 5" "Centro 1"
"296" "AUTOMOVIL CASCO FLOTA" 185 69 17 290 103 93.5804849490523 95.4838520847261 44.1438810899854 10335570585.4483 42833617038.5592 43299680599.0115 2019-10-23 "Cuenta 5" "Centro 1"
"297" "AUTOMOVIL CASCO FLOTA" 145 88 410 115 132 90.5499555170536 96.4419169118628 8.68265579920262 49527269415.5574 15784054540.5634 23052574263.42 2019-10-24 "Cuenta 3" "Centro 2"
"298" "AUTOMOVIL CASCO FLOTA" 76 96 1737 169 24 19.6226649452001 31.6652124281973 34.7734928596765 25220549618.8253 27796243783.0865 17567923269.2346 2019-10-25 "Cuenta 1" "Centro 1"
"299" "AUTOMOVIL" 52 41 3191 100 151 76.8210155889392 21.0020733764395 63.5860283393413 49887331039.6448 10772298742.0857 20104440418.072 2019-10-26 "Cuenta 1" "Centro 3"
"300" "RESPONSABILIDAD CIVIL DE VEHICULOS" 128 66 3554 274 123 186.509841680527 21.9509046059102 16.9542397372425 47964880475.7744 29653169098.3102 11514548631.385 2019-10-27 "Cuenta 1" "Centro 5"
"301" "AUTOMOVIL" 158 67 132 95 74 116.945100110024 77.6169283315539 97.746221604757 47752618242.5208 14693618635.647 8290768298.32047 2019-10-28 "Cuenta 3" "Centro 3"
"302" "RESPONSABILIDAD CIVIL DE VEHICULOS" 173 92 3659 43 182 170.141878305003 76.4208868378773 6.94917780347168 49253654922.3587 16227286343.9284 30194445431.6981 2019-10-29 "Cuenta 4" "Centro 5"
"303" "AUTOMOVIL" 96 49 3998 86 7 29.6548461541533 43.8243821030483 69.5928283268586 40981574158.6499 5079969519.28362 27257168968.2081 2019-10-30 "Cuenta 5" "Centro 5"
"304" "AUTOMOVIL" 56 61 869 208 99 72.6439258549362 82.6187646249309 4.8545632744208 42002837790.6419 37380975694.3956 46703439322.3003 2019-10-31 "Cuenta 2" "Centro 2"
"305" "RESPONSABILIDAD CIVIL DE VEHICULOS" 61 36 3679 175 35 118.85980265215 51.583812548779 36.9168990524486 450209458.358586 5618680967.01801 30030523182.3586 2019-11-01 "Cuenta 5" "Centro 2"
"306" "AUTOMOVIL CASCO FLOTA" 146 1 5 133 123 66.5018848143518 8.14116748515517 84.5981476595625 25647745456.0809 21377771405.9688 11052163492.4226 2019-11-02 "Cuenta 2" "Centro 5"
"307" "AUTOMOVIL" 193 63 3886 69 40 92.7614351734519 93.5834788251668 5.18066252116114 44855052325.8746 13912317750.5098 24174920225.0503 2019-11-03 "Cuenta 5" "Centro 3"
"308" "AUTOMOVIL CASCO FLOTA" 139 78 952 130 91 20.3004607465118 97.9437160072848 95.6538455793634 6510882219.29967 44441861752.4207 16145088872.8723 2019-11-04 "Cuenta 3" "Centro 3"
"309" "AUTOMOVIL" 29 21 487 276 173 27.4435101076961 17.903448920697 47.7391968481243 3525299055.03616 28168451576.4937 47072922333.6093 2019-11-05 "Cuenta 2" "Centro 4"
"310" "RESPONSABILIDAD CIVIL DE VEHICULOS" 45 78 792 37 110 26.1996718123555 72.2181176301092 84.7537913592532 6271628104.1503 36978693830.315 24931644729.8042 2019-11-06 "Cuenta 5" "Centro 1"
"311" "AUTOMOVIL" 48 37 2358 202 0 99.9473844654858 42.6437395857647 28.4536660648882 12566192401.5731 4278623568.82542 857725681.271404 2019-11-07 "Cuenta 2" "Centro 2"
"312" "AUTOMOVIL CASCO FLOTA" 179 55 312 234 60 55.8778037782758 36.9087832747027 39.8268626537174 33267653931.3979 40934931312.222 32680450333.2824 2019-11-08 "Cuenta 1" "Centro 1"
"313" "AUTOMOVIL CASCO FLOTA" 101 66 2935 226 36 196.52252625674 88.570661121048 74.823277303949 24164744466.5432 5795828963.16424 42584857891.7794 2019-11-09 "Cuenta 2" "Centro 4"
"314" "RESPONSABILIDAD CIVIL DE VEHICULOS" 11 62 968 126 70 148.952065315098 11.8108892580494 96.7907081590965 5018406314.77535 26439926051.5347 21422899852.0412 2019-11-10 "Cuenta 4" "Centro 4"
"315" "AUTOMOVIL" 20 48 2525 214 3 78.7404770497233 94.8464815039188 55.5621406063437 33666316897.1427 28145648376.0849 48292325506.9181 2019-11-11 "Cuenta 3" "Centro 3"
"316" "AUTOMOVIL CASCO FLOTA" 36 3 3278 211 7 101.632462348789 5.90484323911369 77.6306964922696 366008072.160184 32657636539.0793 28524804115.2954 2019-11-12 "Cuenta 2" "Centro 5"
"317" "AUTOMOVIL" 48 40 708 185 149 56.2328170053661 71.4053315576166 72.0667306566611 34692184673.6223 42850650299.8061 27301591681.3165 2019-11-13 "Cuenta 3" "Centro 2"
"318" "AUTOMOVIL CASCO FLOTA" 126 94 882 21 69 55.9910237789154 38.8891319744289 56.5342574613169 31149183493.1076 42155881435.6104 17800309276.2083 2019-11-14 "Cuenta 2" "Centro 1"
"319" "RESPONSABILIDAD CIVIL DE VEHICULOS" 190 10 3624 281 165 76.8735958263278 81.2057812698185 23.0679074069485 268331286.497414 12481518788.2632 2888484636.78732 2019-11-15 "Cuenta 4" "Centro 4"
"320" "AUTOMOVIL" 194 70 2437 128 199 81.8615321535617 46.1481121368706 26.0524678975344 21987829718.2731 25030217354.6515 49701738485.6008 2019-11-16 "Cuenta 1" "Centro 5"
"321" "AUTOMOVIL CASCO FLOTA" 6 1 2985 290 70 39.2081168014556 31.6004105610773 6.4422104973346 30634606990.4976 12273007223.8483 24605616542.9763 2019-11-17 "Cuenta 5" "Centro 5"
"322" "AUTOMOVIL CASCO FLOTA" 31 67 3066 270 26 86.0717835370451 43.5746333794668 78.8687401916832 18648983573.0754 25547291350.0853 33968836476.5607 2019-11-18 "Cuenta 4" "Centro 2"
"323" "AUTOMOVIL" 75 49 439 0 15 34.5730308443308 13.3083061082289 76.7881889827549 42186124133.8775 2760942408.34937 46734579047.1882 2019-11-19 "Cuenta 1" "Centro 4"
"324" "AUTOMOVIL CASCO FLOTA" 56 58 3803 288 84 190.766971511766 76.0697785066441 55.8907823171467 46714087610.5987 2150065323.80357 117448123.637587 2019-11-20 "Cuenta 2" "Centro 2"
"325" "RESPONSABILIDAD CIVIL DE VEHICULOS" 96 45 1883 226 93 10.8735718298703 68.5494729317725 1.11018791794777 13260322.1572936 41545658989.3438 20348768809.3446 2019-11-21 "Cuenta 2" "Centro 5"
"326" "AUTOMOVIL" 137 24 1214 165 96 129.679027572274 42.9009751649573 55.6588475126773 12555595813.3191 21695260389.2423 44298775261.268 2019-11-22 "Cuenta 4" "Centro 1"
"327" "AUTOMOVIL CASCO FLOTA" 147 33 1618 70 177 19.8467129841447 50.4107335582376 92.9301519645378 39527725277.0029 3578114393.1672 40329850674.6069 2019-11-23 "Cuenta 1" "Centro 5"
"328" "AUTOMOVIL CASCO FLOTA" 176 36 16 109 156 193.309791665524 41.4570976048708 86.8969429284334 3991480742.11553 4504478233.86639 17240928101.819 2019-11-24 "Cuenta 1" "Centro 5"
"329" "RESPONSABILIDAD CIVIL DE VEHICULOS" 32 5 1122 96 51 149.792032688856 34.2275931732729 12.1626569889486 31629482039.7161 24991536058.9512 20027835725.341 2019-11-25 "Cuenta 1" "Centro 5"
"330" "AUTOMOVIL" 125 65 3322 117 193 28.1911423429847 83.4337777225301 12.1494679711759 16504803148.564 5966617527.8835 40607776714.0232 2019-11-26 "Cuenta 1" "Centro 2"
"331" "AUTOMOVIL CASCO FLOTA" 177 61 2371 110 56 157.126709958538 25.2978452481329 99.5057156542316 48013971268.665 4591759818.14042 40790162875.7827 2019-11-27 "Cuenta 2" "Centro 5"
"332" "RESPONSABILIDAD CIVIL DE VEHICULOS" 16 52 883 0 151 120.866789855063 2.07304193172604 47.4404877051711 35004592651.967 9012532327.32415 23436366207.8977 2019-11-28 "Cuenta 4" "Centro 4"
"333" "AUTOMOVIL" 188 52 1718 105 164 79.528919653967 91.1020258674398 56.5479661338031 36495151009.8763 16235261783.0038 49845054349.862 2019-11-29 "Cuenta 3" "Centro 3"
"334" "RESPONSABILIDAD CIVIL DE VEHICULOS" 191 8 471 12 86 34.7477056086063 93.3472592150792 11.9118545204401 14118721208.0695 8441817830.31672 21424299082.7188 2019-11-30 "Cuenta 3" "Centro 2"
"335" "AUTOMOVIL CASCO FLOTA" 173 52 2610 219 63 41.4607739076018 78.1678221654147 20.5937567166984 6105071492.49315 46712858276.4417 6970723252.74348 2019-12-01 "Cuenta 3" "Centro 4"
"336" "AUTOMOVIL" 26 11 3447 234 157 187.447981070727 41.4454771904275 90.1453159051016 3822665277.40285 26238034863.4906 28985421208.1991 2019-12-02 "Cuenta 1" "Centro 5"
"337" "AUTOMOVIL" 63 73 370 122 107 135.347468638793 75.1073805149645 92.7836276357993 17863115028.0125 21570960991.0846 41163230082.0202 2019-12-03 "Cuenta 1" "Centro 1"
"338" "AUTOMOVIL" 21 80 105 291 165 75.4112895578146 8.33444450981915 78.4104366553947 23594156699.2551 10436568525.6198 30098742654.0814 2019-12-04 "Cuenta 5" "Centro 1"
"339" "RESPONSABILIDAD CIVIL DE VEHICULOS" 184 83 3710 261 143 188.839183747768 43.6002827249467 94.0419878810644 13817591022.2344 19474595284.5551 41591918945.7782 2019-12-05 "Cuenta 1" "Centro 1"
"340" "RESPONSABILIDAD CIVIL DE VEHICULOS" 175 54 3380 234 86 9.35087562538683 66.304429480806 42.1283729374409 46903521753.8476 18732951756.1011 29859333753.1202 2019-12-06 "Cuenta 4" "Centro 1"
"341" "RESPONSABILIDAD CIVIL DE VEHICULOS" 0 97 1340 287 188 153.347034472972 71.9755861908197 73.6544866114855 27592158375.7736 19229176314.5477 41189379955.1763 2019-12-07 "Cuenta 1" "Centro 5"
"342" "AUTOMOVIL CASCO FLOTA" 103 56 1035 40 43 187.761306064203 81.8379487842321 53.4667818108574 42760788393.2069 6729705294.12851 36793474445.5852 2019-12-08 "Cuenta 4" "Centro 5"
"343" "AUTOMOVIL CASCO FLOTA" 31 26 1865 186 131 143.220839230344 48.5088576329872 7.62934312224388 39919646456.8377 13538671494.4616 40000703360.4197 2019-12-09 "Cuenta 2" "Centro 3"
"344" "AUTOMOVIL" 58 26 2440 252 97 17.9490873590112 76.6914817737415 60.0191374542192 5532963818.40482 30999438220.1694 24539767822.7164 2019-12-10 "Cuenta 4" "Centro 5"
"345" "RESPONSABILIDAD CIVIL DE VEHICULOS" 158 16 882 44 200 46.2959674187005 26.4188264263794 27.0996695850044 40418105677.2359 17590860230.8482 8424650912.63875 2019-12-11 "Cuenta 5" "Centro 3"
"346" "RESPONSABILIDAD CIVIL DE VEHICULOS" 111 11 3696 239 16 13.3874921128154 61.4409267436713 31.4066201681271 16751871129.9635 32392118452.1168 43918364879.2095 2019-12-12 "Cuenta 3" "Centro 3"
"347" "AUTOMOVIL CASCO FLOTA" 112 64 2670 21 105 21.1931768339127 82.4363958090544 43.9423920819536 38852297712.5831 44171721045.8592 21418253891.17 2019-12-13 "Cuenta 5" "Centro 5"
"348" "AUTOMOVIL CASCO FLOTA" 87 70 2679 126 91 136.337784025818 4.20290019828826 53.1285082455724 28960964921.8619 36499613511.8417 29039433610.1599 2019-12-14 "Cuenta 4" "Centro 3"
"349" "AUTOMOVIL" 129 43 3918 286 194 67.0908579602838 32.8925597015768 47.1576807321981 6371859461.06911 16299330000.7656 17085248779.0398 2019-12-15 "Cuenta 2" "Centro 1"
"350" "AUTOMOVIL" 106 5 2896 91 123 132.766511058435 44.1630670102313 84.6578464610502 42359510413.371 17406523425.5977 32504091761.075 2019-12-16 "Cuenta 4" "Centro 1"
"351" "AUTOMOVIL" 21 6 3140 184 50 112.279845261946 58.9360815705732 27.5217220420018 20313288061.8796 7197822479.06551 6148267281.24171 2019-12-17 "Cuenta 1" "Centro 1"
"352" "AUTOMOVIL CASCO FLOTA" 89 2 2692 203 60 163.90142487362 79.4733143178746 93.0240256944671 42432640504.5576 26033381395.9733 40106571756.769 2019-12-18 "Cuenta 4" "Centro 2"
"353" "AUTOMOVIL CASCO FLOTA" 96 80 1443 70 138 64.1326268669218 27.684426237829 6.4037415664643 33924279082.5665 49459408270.1951 34179377020.3367 2019-12-19 "Cuenta 5" "Centro 2"
"354" "AUTOMOVIL CASCO FLOTA" 133 15 2505 0 160 65.4459303244948 45.5671396339312 59.1500743990764 10058915289.1189 6333122437.35418 18669150304.0493 2019-12-20 "Cuenta 5" "Centro 4"
"355" "AUTOMOVIL" 73 31 3696 162 51 9.43835182115436 59.5654406584799 66.3521036505699 26089711941.313 29381130379.6247 40922844281.8858 2019-12-21 "Cuenta 1" "Centro 1"
"356" "AUTOMOVIL CASCO FLOTA" 109 94 2435 31 67 16.2857004441321 88.8546987203881 66.0364209441468 37573248811.5318 48985614592.6751 2366631466.42968 2019-12-22 "Cuenta 2" "Centro 1"
"357" "RESPONSABILIDAD CIVIL DE VEHICULOS" 98 82 95 255 104 64.3280917778611 62.7117592608556 99.7658525826409 25633326848.0375 42459936405.0664 32534305506.8515 2019-12-23 "Cuenta 3" "Centro 5"
"358" "AUTOMOVIL" 14 60 329 238 34 137.027480034158 70.4434928949922 5.94921363517642 17547507118.4337 38177042687.3118 32553112308.9604 2019-12-24 "Cuenta 5" "Centro 2"
"359" "AUTOMOVIL" 94 10 796 126 119 56.0949450358748 57.7140318695456 50.0554432393983 4649092396.72124 7287997275.12524 28773354180.1572 2019-12-25 "Cuenta 3" "Centro 5"
"360" "AUTOMOVIL" 173 37 64 289 105 151.851041195914 30.5793350795284 72.6088775787503 47045763558.7081 18817043374.2926 37386656727.1762 2019-12-26 "Cuenta 3" "Centro 1"
"361" "AUTOMOVIL CASCO FLOTA" 149 96 3421 236 87 126.363669568673 46.4016776066273 16.9519560644403 42638346296.7351 17012919485.569 26929075573.571 2019-12-27 "Cuenta 5" "Centro 4"
"362" "RESPONSABILIDAD CIVIL DE VEHICULOS" 120 8 2991 134 165 194.992797775194 83.9451549807563 76.7399413278326 16330817120.6154 44775747146.9231 11636674136.389 2019-12-28 "Cuenta 5" "Centro 3"
"363" "AUTOMOVIL" 157 95 3697 263 153 15.7091473229229 49.575701658614 85.5118443025276 44846416544.1692 23317976319.2311 17576965619.8099 2019-12-29 "Cuenta 3" "Centro 3"
"364" "AUTOMOVIL CASCO FLOTA" 197 10 1482 225 56 147.622052207589 20.1003965688869 63.6617268668488 37499732978.1763 21968762262.2587 19944650714.7513 2019-12-30 "Cuenta 4" "Centro 1"
"365" "AUTOMOVIL CASCO FLOTA" 164 69 2310 48 18 120.411359518766 70.184908551164 95.6804807065055 26686775824.0551 19996319268.8301 49875983025.413 2019-12-31 "Cuenta 5" "Centro 5"
