"Ramo" "(*) Siniestralidad Incurrida Real (%)" "Siniestralidad Incurrida Presupuesto (%)" "(*) Siniestralidad Incurrida sin IBNR Real (%)" "Siniestralidad Incurrida sin IBNR Presupuesto (%)" "(*) Siniestralidad Incurrida Rolling 12 Real (%)" "Siniestralidad Incurrida Rolling 12 Presupuesto (%)" "Persistencia (%)" "Persistencia Rolling 12 (%)" "Comisiones sobre Devengada Real (%)" "Comisiones sobre Devengada Presupuesto (%)" "Comisiones sobre Cobrado Real (%)" "Comisiones sobre Cobrado Presupuesto (%)" "fecha" "cuentas_esp" "centro"
"198" "RESPONSABILIDAD CIVIL DE VEHICULOS" 54.9857327248901 20.1006151514594 274.635409377515 46.1281205993146 95.9923063870519 83.0439313314855 55.4606480291113 62.3714009532705 58.1684957258403 212.009427230805 197.178327012807 125.139192538336 2019-07-17 "Cuenta 3" "Centro 5"
"199" "RESPONSABILIDAD CIVIL DE VEHICULOS" 160.889102704823 4.38824663194828 181.226624641567 197.629439737648 56.1780076939613 193.740727892146 6.2797739636153 33.2969742361456 103.093073517084 56.1597452033311 302.808147482574 113.357267715037 2019-07-18 "Cuenta 4" "Centro 4"
"200" "AUTOMOVIL CASCO FLOTA" 36.7788269650191 55.1079712782521 293.231844902039 287.621277943254 39.4520579837263 38.361770985648 93.0553942453116 44.0973853459582 73.8723437301815 191.688810358755 193.509478215128 192.934332182631 2019-07-19 "Cuenta 4" "Centro 1"
"201" "RESPONSABILIDAD CIVIL DE VEHICULOS" 38.2962146773934 78.1396916054655 144.402131065726 166.155166178942 33.065827563405 137.621467746794 66.3053152151406 56.6370078828186 14.8650986142457 29.8070537857711 99.1842227056623 198.129569785669 2019-07-20 "Cuenta 2" "Centro 1"
"202" "RESPONSABILIDAD CIVIL DE VEHICULOS" 132.382320566103 82.2352074368391 391.504800878465 37.2530418913811 84.80861838907 56.560441153124 76.1419992893934 56.0524502070621 15.9374949056655 187.782428925857 313.88139417395 19.95056765154 2019-07-21 "Cuenta 5" "Centro 2"
"203" "AUTOMOVIL CASCO FLOTA" 75.0922559760511 44.9226505663246 54.4867860153317 148.512670607306 128.22821540758 96.7911865096539 54.1583721060306 61.7696137400344 169.379839254543 92.7447135793045 371.238127723336 115.254145069048 2019-07-22 "Cuenta 2" "Centro 1"
"204" "AUTOMOVIL CASCO FLOTA" 6.21285852976143 26.3433616750408 23.8984535448253 216.643892624415 10.5288309976459 22.8511755354702 22.9463428491727 31.0684002935886 116.226812405512 97.6760905003175 215.416130423546 158.740077074617 2019-07-23 "Cuenta 5" "Centro 5"
"205" "AUTOMOVIL" 47.6149189285934 71.5040196415503 87.1104122139513 161.319922143593 133.148233452812 100.814544549212 43.726853793487 1.58520243130624 165.933503769338 177.022879896685 178.520683478564 87.8173346631229 2019-07-24 "Cuenta 5" "Centro 2"
"206" "AUTOMOVIL CASCO FLOTA" 8.94493274390697 62.3852937507909 21.1971854791045 94.2957961466163 156.2368075829 36.7994546890259 47.8380808606744 30.3430520929396 100.21920860745 168.181783379987 301.430393662304 8.39679725468159 2019-07-25 "Cuenta 5" "Centro 3"
"207" "RESPONSABILIDAD CIVIL DE VEHICULOS" 102.613739110529 15.7362588199321 266.692157834768 163.940201885998 24.8097526840866 80.5164441931993 21.6012392891571 38.3943089749664 69.7239241562784 219.543309579603 308.982184901834 17.8145298734307 2019-07-26 "Cuenta 3" "Centro 4"
"208" "AUTOMOVIL" 151.838955515996 71.9019921149593 321.674950607121 141.848155763 101.646588928998 89.5137374754995 11.4864616887644 74.8183257412165 61.7212329991162 7.90097967255861 304.78479815647 101.790860202163 2019-07-27 "Cuenta 5" "Centro 1"
"209" "AUTOMOVIL" 24.7921275440603 56.860357621219 78.1688255257905 147.618177789263 11.8606470525265 172.109426744282 20.5711632966995 5.27543711941689 180.848832521588 22.0392940565944 316.761919669807 126.745677227154 2019-07-28 "Cuenta 2" "Centro 3"
"210" "AUTOMOVIL" 84.1908174101263 15.3587538015563 280.99113451317 178.977532032877 8.44297618605196 1.4825249556452 96.6670938534662 32.1039102505893 13.1883061956614 239.345939294435 154.516695532948 101.61631219089 2019-07-29 "Cuenta 3" "Centro 4"
"211" "AUTOMOVIL" 30.3454213310033 97.1893371350598 20.6770491786301 183.094061398879 191.839290782809 48.9316929597408 22.4465002305806 58.5597073659301 145.532994437963 5.07225436158478 268.402011226863 153.941492270678 2019-07-30 "Cuenta 5" "Centro 4"
"212" "RESPONSABILIDAD CIVIL DE VEHICULOS" 113.631938258186 72.8258369769901 103.79806952551 96.9170087948442 62.0691801421344 51.8027698621154 83.4135873708874 33.6098634637892 37.9074175842106 101.06016418431 95.2911299653351 135.748868854716 2019-07-31 "Cuenta 4" "Centro 5"
"213" "AUTOMOVIL CASCO FLOTA" 176.659689517692 97.0745557302143 233.262058533728 266.369366948493 112.059846892953 167.05427961424 96.8262094538659 63.0882218014449 64.2962114419788 45.2284302329645 25.9173040278256 66.0995276179165 2019-08-01 "Cuenta 4" "Centro 3"
"214" "AUTOMOVIL" 120.632378850132 30.2176104527898 89.3486908636987 13.8565961737186 105.294142430648 87.2760735917836 80.5722190067172 24.7250675689429 159.753468120471 215.740854735486 257.628171332181 172.572640003636 2019-08-02 "Cuenta 5" "Centro 2"
"215" "AUTOMOVIL" 100.16968739219 16.0828997367062 59.3773143365979 64.5103128394112 163.125472189859 14.079960482195 66.1916863638908 5.51314337644726 129.263009782881 65.5844958499074 53.1465583480895 11.4548295270652 2019-08-03 "Cuenta 3" "Centro 3"
"216" "AUTOMOVIL" 129.930980643257 41.9287244440056 46.1640432476997 19.0345625393093 110.279602510855 82.2074534371495 44.7438696632162 24.2928196676075 166.518233297393 126.133512239903 104.89647667855 30.0894133746624 2019-08-04 "Cuenta 5" "Centro 5"
"217" "AUTOMOVIL CASCO FLOTA" 186.368895554915 91.7280520361383 203.42410095036 156.063705752604 53.4951874986291 109.878562903032 98.213402624242 19.4676156854257 87.8648506943136 201.115807355382 243.948693200946 108.286931738257 2019-08-05 "Cuenta 1" "Centro 2"
"218" "AUTOMOVIL CASCO FLOTA" 167.399996006861 99.5555513633881 262.214208580554 50.8783909259364 61.8811665102839 104.811958316714 36.0690989065915 54.9442477058619 8.70678634382784 76.2221093522385 282.644055504352 185.723219858482 2019-08-06 "Cuenta 5" "Centro 4"
"219" "AUTOMOVIL" 79.6833452768624 92.4577500349842 240.09759388864 96.1690907366574 80.611351178959 105.493483738974 77.2367520257831 85.3166896384209 108.12541260384 212.869353289716 140.694747399539 21.6081428341568 2019-08-07 "Cuenta 2" "Centro 3"
"220" "AUTOMOVIL CASCO FLOTA" 90.4361831024289 26.8802625632379 154.528342280537 127.081798366271 121.663674945012 100.643580872566 37.4177581397817 58.6538455681875 46.6537808999419 228.760023345239 37.8267091698945 168.628067849204 2019-08-08 "Cuenta 1" "Centro 5"
"221" "AUTOMOVIL" 52.5700695812702 78.304711640114 29.2553015053272 185.693209175952 89.6213569678366 95.9691299591213 42.6758903311566 12.3323726234958 4.35905777849257 275.509682809934 107.212805375457 197.175032505766 2019-08-09 "Cuenta 4" "Centro 4"
"222" "AUTOMOVIL" 175.838972814381 15.4743791676592 145.037179905921 47.7841734420508 38.3956659119576 188.849322823808 81.6115483874455 74.2409953847528 51.0719025041908 17.4798059742898 384.393747523427 9.06614102423191 2019-08-10 "Cuenta 4" "Centro 2"
"223" "AUTOMOVIL CASCO FLOTA" 91.1872976459563 74.6551753957756 63.2506384514272 188.993410742842 45.4662038479 2.77546313591301 44.5256667444482 0.870739691890776 146.297542564571 30.7738763513044 158.491332642734 196.959834173322 2019-08-11 "Cuenta 5" "Centro 4"
"224" "AUTOMOVIL" 52.7368372306228 46.460533992853 279.27213087678 163.07563141454 77.8327298816293 33.4410349372774 83.0787801416591 79.1676913620904 109.919771784917 23.8144932780415 279.417286906391 95.3240100760013 2019-08-12 "Cuenta 5" "Centro 3"
"225" "AUTOMOVIL CASCO FLOTA" 176.16655966267 40.9145029347856 309.543517418206 166.761387395673 20.5103650223464 31.5784268546849 14.443914918229 60.9746393747628 73.7176972907037 296.221000095829 96.2622934021056 23.8786439877003 2019-08-13 "Cuenta 3" "Centro 1"
"226" "AUTOMOVIL CASCO FLOTA" 110.796699346974 1.07170966896228 357.751404587179 186.404094099998 68.5715819709003 88.1626310758293 27.8251661453396 56.2613504938781 57.816276140511 160.477744764648 98.65129198879 56.639794446528 2019-08-14 "Cuenta 2" "Centro 4"
"227" "AUTOMOVIL" 110.889869369566 52.4389769015834 347.542227432132 162.617663503624 123.974306089804 11.7949225474149 80.2226369269192 50.0753718195483 91.135750291869 38.1071432959288 121.94810891524 170.171111449599 2019-08-15 "Cuenta 5" "Centro 2"
"228" "AUTOMOVIL" 61.5332601126283 81.8219018557575 3.03728943690658 288.995148008689 40.3011941816658 119.823281466961 20.1278415042907 0.870553823187947 101.373440306634 279.260000120848 14.3635905347764 84.5432166941464 2019-08-16 "Cuenta 2" "Centro 3"
"229" "AUTOMOVIL CASCO FLOTA" 117.55296420306 15.058147105854 355.372569710016 181.981750996783 48.0729854665697 171.002115821466 41.3578145671636 72.6578694535419 67.1870984137058 244.129080860876 114.494519773871 105.688209878281 2019-08-17 "Cuenta 5" "Centro 1"
"230" "RESPONSABILIDAD CIVIL DE VEHICULOS" 163.569398364052 82.7597653628327 188.032797537744 155.856447829865 162.777007231489 87.6931039150804 77.6367286453024 96.0001965751871 148.91323200427 14.0955497743562 83.0274133943021 26.2489288114011 2019-08-18 "Cuenta 1" "Centro 1"
"231" "AUTOMOVIL CASCO FLOTA" 177.099983254448 36.5529504567385 280.146449524909 90.6343671027571 114.317764993757 8.55859140865505 97.8523607598618 60.7591560808942 60.983600281179 217.070740833879 340.247866418213 157.696901028976 2019-08-19 "Cuenta 1" "Centro 4"
"232" "RESPONSABILIDAD CIVIL DE VEHICULOS" 186.743985442445 29.4667296810076 10.0798754952848 243.155932892114 8.37684436701238 188.042794493958 62.9080410813913 43.3157578809187 149.517381144688 160.079347947612 305.74703514576 118.601584015414 2019-08-20 "Cuenta 4" "Centro 3"
"233" "AUTOMOVIL" 113.172882981598 44.779116138583 379.660983663052 110.470551950857 46.634498750791 98.9252557512373 92.0725149801001 27.28416682221 53.7434721365571 279.078557761386 291.266843583435 94.7815531399101 2019-08-21 "Cuenta 2" "Centro 5"
"234" "AUTOMOVIL CASCO FLOTA" 49.2220561485738 76.9773856215179 336.607031617314 144.624492712319 44.3119715899229 23.0671159923077 24.1566901095212 38.0530673777685 131.353244557977 98.6306775128469 244.908379111439 124.106610286981 2019-08-22 "Cuenta 3" "Centro 1"
"235" "AUTOMOVIL CASCO FLOTA" 116.261293785647 26.9058393100277 29.6592399477959 184.641740494408 158.619328355417 90.9539183136076 53.6489510443062 94.6382421767339 79.3710057623684 118.763132044114 352.197454404086 33.6111527401954 2019-08-23 "Cuenta 2" "Centro 5"
"236" "RESPONSABILIDAD CIVIL DE VEHICULOS" 135.025441786274 69.2889435598627 388.082089181989 201.278676046059 158.205468254164 160.862988699228 63.1126502528787 9.08524848055094 104.26228698343 118.202433222905 115.206503681839 26.0971010662615 2019-08-24 "Cuenta 4" "Centro 4"
"237" "AUTOMOVIL" 149.249528953806 81.9960026221815 76.3263373635709 167.704516206868 65.865866933018 120.421585813165 76.0458594188094 22.4026431096718 8.29856265336275 197.965861810371 308.89426684007 192.903189128265 2019-08-25 "Cuenta 4" "Centro 4"
"238" "AUTOMOVIL CASCO FLOTA" 34.7218648064882 25.002812474966 78.1310365535319 67.0749264070764 8.387695485726 32.2983315680176 89.6250410703942 62.3113109497353 137.446795310825 216.485447832383 387.378212995827 91.3438186980784 2019-08-26 "Cuenta 2" "Centro 1"
"239" "AUTOMOVIL" 122.024297900498 60.4618666290771 50.8313031867146 1.88941983506083 57.5914424844086 68.0518887471408 68.7435986474156 98.8336690934375 5.77501002699137 71.2445839075372 171.933393739164 108.625065768138 2019-08-27 "Cuenta 4" "Centro 4"
"240" "AUTOMOVIL CASCO FLOTA" 112.489100499079 78.1594334391411 364.567994233221 49.5753739960492 117.752687400207 63.6402412783355 73.3464546734467 89.8313799640164 192.687637638301 11.180336563848 108.95271981135 75.9939768817276 2019-08-28 "Cuenta 1" "Centro 2"
"241" "AUTOMOVIL CASCO FLOTA" 172.26730985567 54.5640084207989 129.493779223412 249.724315828644 189.180190255865 169.557042932138 9.34659880585968 61.0176822170615 13.1293854676187 241.109171533026 59.8629146814346 113.430856307968 2019-08-29 "Cuenta 1" "Centro 2"
"242" "AUTOMOVIL" 91.6725478600711 79.9208073909394 125.747904926538 153.773871646263 196.362061845139 35.5477436445653 7.67550594173372 83.1291899085045 152.063613384962 58.0571262398735 189.997221529484 101.563086500391 2019-08-30 "Cuenta 3" "Centro 4"
"243" "RESPONSABILIDAD CIVIL DE VEHICULOS" 156.294399639592 2.35923915938474 241.450841072947 116.564564709552 151.343493675813 98.7311372999102 64.3714246107265 50.9408268611878 95.3671697992831 151.0567875579 184.828929789364 187.862835964188 2019-08-31 "Cuenta 4" "Centro 4"
"244" "RESPONSABILIDAD CIVIL DE VEHICULOS" 125.033321324736 7.07167799235322 42.7033104002476 244.943891535513 34.5652245450765 122.780905338004 40.6297798268497 18.4084252687171 32.5941645074636 82.891254988499 136.841757316142 153.189635602757 2019-09-01 "Cuenta 5" "Centro 2"
"245" "RESPONSABILIDAD CIVIL DE VEHICULOS" 39.2539867665619 85.0148928621784 263.645859435201 227.589832758531 77.7555998880416 93.4068231377751 4.72289614845067 2.91625161189586 124.656954733655 110.464473674074 321.428000181913 60.0962250493467 2019-09-02 "Cuenta 1" "Centro 4"
"246" "RESPONSABILIDAD CIVIL DE VEHICULOS" 130.429431190714 11.6739629392978 297.14444251731 197.700468753465 149.055706476793 144.153997395188 22.5912744179368 9.86075110267848 9.18070590123534 119.849620596506 237.087776232511 75.7953729480505 2019-09-03 "Cuenta 3" "Centro 5"
"247" "AUTOMOVIL" 29.087369190529 96.5288555305451 48.626352660358 53.191137383692 71.7838373966515 21.1405235808343 76.3325594598427 90.2034268248826 5.46034821309149 119.740027631633 300.763911474496 23.0444509070367 2019-09-04 "Cuenta 2" "Centro 1"
"248" "RESPONSABILIDAD CIVIL DE VEHICULOS" 28.772589424625 36.7520770924166 160.693656373769 40.993524575606 59.6500596031547 21.5382674708962 57.4428451946005 95.2189212199301 25.6741005927324 79.197346419096 340.122892148793 183.728973427787 2019-09-05 "Cuenta 3" "Centro 2"
"249" "AUTOMOVIL CASCO FLOTA" 31.7488838452846 82.7819152083248 290.016486681998 78.9530420908704 151.325894892216 26.3241141103208 69.4346870761365 62.8951291786507 24.0868962835521 147.099566878751 371.458593569696 18.2076920755208 2019-09-06 "Cuenta 3" "Centro 5"
"250" "AUTOMOVIL" 120.90426152572 47.0308364445809 337.088718730956 256.532006431371 108.426718041301 151.516634924337 70.7014680141583 14.233822375536 41.0970950499177 207.63763950672 311.01518208161 66.4913458749652 2019-09-07 "Cuenta 4" "Centro 4"
"251" "AUTOMOVIL" 146.824109600857 89.2767949847039 110.886186733842 259.612899343483 171.948963776231 187.187422905117 79.8415345139802 48.4124779934064 195.53906545043 172.812276659533 180.774362944067 110.506979422644 2019-09-08 "Cuenta 1" "Centro 2"
"252" "AUTOMOVIL CASCO FLOTA" 66.6843607556075 55.9369653735776 357.510819006711 267.580882762559 138.002887181938 118.159571941942 98.4298141207546 22.0138004282489 156.013312935829 170.094188558869 367.390133440495 40.0789953768253 2019-09-09 "Cuenta 3" "Centro 1"
"253" "AUTOMOVIL" 58.7342221755534 65.9643619731069 306.373623758554 239.764509326778 21.536779589951 11.9432086125016 32.1129718329757 57.1943053044379 138.149226084352 184.864164702594 58.9888708665967 88.027623668313 2019-09-10 "Cuenta 1" "Centro 4"
"254" "AUTOMOVIL CASCO FLOTA" 51.1962838470936 8.97101303283125 292.518897540867 292.614012490958 102.114505833015 195.815313095227 72.8391497395933 78.2524602254853 178.232132364064 32.1636188076809 381.654482334852 175.849557900801 2019-09-11 "Cuenta 3" "Centro 2"
"255" "RESPONSABILIDAD CIVIL DE VEHICULOS" 28.0893469695002 46.9074237644672 196.760779432952 288.400572747923 87.9770815838128 104.166467534378 56.7854419117793 21.848676004447 150.962420040742 85.4254721431062 312.301108054817 25.4986823070794 2019-09-12 "Cuenta 4" "Centro 3"
"256" "AUTOMOVIL CASCO FLOTA" 80.025015771389 55.3045181778725 318.857149407268 144.03558075428 120.085356896743 122.204138664529 54.7096913447604 42.7311924984679 29.4768761377782 55.3842661902308 18.059712741524 190.48844887875 2019-09-13 "Cuenta 5" "Centro 5"
"257" "RESPONSABILIDAD CIVIL DE VEHICULOS" 69.970236485824 87.9618584667332 181.48002307862 117.641903576441 16.5280919522047 82.7732182107866 64.9383533978835 79.361703293398 56.9678287487477 256.325379246846 120.691325701773 27.2496674209833 2019-09-14 "Cuenta 4" "Centro 2"
"258" "RESPONSABILIDAD CIVIL DE VEHICULOS" 148.080599447712 79.10254599154 67.4001494422555 135.723777185194 168.169951019809 125.560363614932 32.0647248299792 21.4811564655975 173.514791019261 186.620655586012 34.7323220223188 115.027028415352 2019-09-15 "Cuenta 4" "Centro 2"
"259" "RESPONSABILIDAD CIVIL DE VEHICULOS" 95.4173104837537 66.2303234990686 350.510880816728 89.3256244249642 109.294631425291 138.328722724691 22.3845627624542 84.4884624006227 183.677986636758 206.583888991736 190.550911333412 42.6632818765938 2019-09-16 "Cuenta 2" "Centro 1"
"260" "RESPONSABILIDAD CIVIL DE VEHICULOS" 43.501513870433 83.3088646882679 26.9043969921768 13.6290055001155 4.60837595164776 140.214512636885 29.827098781243 61.1147040268406 51.8798452802002 111.190933221951 218.489898182452 144.992665108293 2019-09-17 "Cuenta 2" "Centro 5"
"261" "AUTOMOVIL CASCO FLOTA" 177.58366400376 87.6053013855126 128.696057852358 58.7542912457138 136.700877686962 121.996726514772 4.99122010078281 80.4353072308004 82.8334930352867 104.541854420677 92.2725573182106 113.575633522123 2019-09-18 "Cuenta 1" "Centro 5"
"262" "AUTOMOVIL" 6.11890479922295 2.52048808359541 369.501657783985 150.324293947779 41.7597364168614 105.093050003052 38.8328355038539 87.6386440359056 85.3013664018363 107.47676929459 352.931495569646 101.947397598997 2019-09-19 "Cuenta 5" "Centro 1"
"263" "RESPONSABILIDAD CIVIL DE VEHICULOS" 153.918217122555 58.9045084980316 164.713146071881 92.2106571262702 128.616250120103 164.518278464675 82.0168958976865 89.470471534878 79.9847016576678 78.4301022067666 202.957232575864 0.824738992378116 2019-09-20 "Cuenta 4" "Centro 4"
"264" "AUTOMOVIL CASCO FLOTA" 188.738295529038 70.376104560215 169.70920227468 227.958716196008 109.187607467175 174.171800073236 56.2764755217358 9.60667303297669 31.4877572935075 120.8629619563 266.126067191362 48.4969814307988 2019-09-21 "Cuenta 2" "Centro 5"
"265" "AUTOMOVIL" 175.570169789717 9.98500196519308 307.844643387944 211.352563533001 12.5792408362031 180.226736143231 4.71242037601769 50.8244149852544 50.0708830542862 93.7266473192722 319.277602806687 104.105837736279 2019-09-22 "Cuenta 4" "Centro 2"
"266" "RESPONSABILIDAD CIVIL DE VEHICULOS" 113.883784553036 23.1409559389576 263.095144927502 26.7189936479554 38.7746185529977 53.4118002280593 98.6151848686859 13.489939365536 163.644876005128 69.0475285286084 18.0004087276757 170.534216146916 2019-09-23 "Cuenta 3" "Centro 5"
"267" "AUTOMOVIL" 80.948203150183 58.1629978076089 273.070336505771 25.7890408392996 185.672757634893 133.940179739147 82.4879731051624 74.9837240669876 150.067096110433 150.546241505072 172.303084935993 50.3947297576815 2019-09-24 "Cuenta 2" "Centro 2"
"268" "AUTOMOVIL" 126.036725752056 15.2065159052145 390.457537211478 8.71347561478615 31.0668009798974 10.5110490228981 39.5659995730966 42.6710237050429 172.207525046542 269.304653420113 65.9658797085285 156.925888219848 2019-09-25 "Cuenta 2" "Centro 3"
"269" "AUTOMOVIL" 197.030100179836 33.6641714791767 168.915972765535 148.957196180709 62.5502340029925 138.882074691355 93.1692098500207 6.41065812669694 136.192280380055 297.202719119377 302.675536368042 22.9284005239606 2019-09-26 "Cuenta 4" "Centro 5"
"270" "AUTOMOVIL CASCO FLOTA" 99.9167391564697 60.2234440702014 389.150821976364 228.759471536614 135.621607396752 180.829209415242 88.7652338016778 89.9298995733261 146.836102381349 53.8220989750698 182.742111105472 150.261091208085 2019-09-27 "Cuenta 4" "Centro 4"
"271" "RESPONSABILIDAD CIVIL DE VEHICULOS" 31.8044858053327 78.0159532716498 99.2137240245938 156.376207061112 185.987468762323 6.90867761150002 90.8915715757757 23.6015948699787 161.20287058875 228.151772520505 64.2411410808563 168.9665265847 2019-09-28 "Cuenta 2" "Centro 5"
"272" "RESPONSABILIDAD CIVIL DE VEHICULOS" 123.884283471853 39.5449129987974 136.289514414966 197.43941409979 13.9004528522491 20.2761834021658 67.1331508317962 83.9056622935459 158.072489919141 246.516119060107 327.751002088189 60.3431832976639 2019-09-29 "Cuenta 3" "Centro 2"
"273" "RESPONSABILIDAD CIVIL DE VEHICULOS" 85.7499620411545 55.5316747506149 179.831079486758 288.559879409149 167.3932146281 85.0971966516227 52.414562436752 26.4713073614985 33.7728244252503 202.096396987326 9.8728678189218 46.2040934711695 2019-09-30 "Cuenta 2" "Centro 5"
"274" "AUTOMOVIL CASCO FLOTA" 14.722321042791 21.6342149686534 340.699677914381 232.506044371985 27.6786016300321 151.170314289629 66.5041341679171 99.6370083186775 146.809985581785 249.434397323057 385.544008482248 74.7199223842472 2019-10-01 "Cuenta 4" "Centro 3"
"275" "AUTOMOVIL CASCO FLOTA" 68.2151589542627 15.8726496344898 115.86136976257 186.825651861727 121.722197113559 114.601029315963 44.4777161814272 73.5973507864401 4.28719939664006 135.028418479487 168.853517714888 60.1857671979815 2019-10-02 "Cuenta 2" "Centro 3"
"276" "RESPONSABILIDAD CIVIL DE VEHICULOS" 86.8136198725551 86.7131104874425 98.4502073377371 37.6937195425853 12.2656283900142 122.185588022694 68.7811753014103 50.949220941402 187.758912239224 243.77673198469 164.893202856183 100.313418311998 2019-10-03 "Cuenta 5" "Centro 2"
"277" "AUTOMOVIL CASCO FLOTA" 54.7244641464204 66.6118632303551 79.8718238249421 291.458189883269 138.760321261361 46.528374729678 79.7397590475157 63.1244809133932 7.87148214876652 144.388423953205 339.061579667032 184.90457679145 2019-10-04 "Cuenta 1" "Centro 4"
"278" "AUTOMOVIL CASCO FLOTA" 41.8890074361116 90.3002047780901 35.5801052413881 158.034502761438 167.836203565821 101.506550144404 72.381210513413 52.5414926465601 27.7590085752308 114.047843939625 271.853786613792 7.78508172370493 2019-10-05 "Cuenta 4" "Centro 5"
"279" "AUTOMOVIL" 6.5443295519799 18.0546611701138 145.636123418808 24.7422999003902 194.103113329038 80.6150426156819 75.0172334257513 22.7915453026071 146.274275844917 56.5614725695923 196.014761831611 31.2499023508281 2019-10-06 "Cuenta 2" "Centro 5"
"280" "RESPONSABILIDAD CIVIL DE VEHICULOS" 73.1326817534864 71.97398467944 113.219428621233 28.6289617186412 197.134472616017 153.993195854127 70.8945205435157 4.94779392611235 178.220892557874 58.9052910916507 63.7531918473542 191.407777508721 2019-10-07 "Cuenta 2" "Centro 2"
"281" "AUTOMOVIL CASCO FLOTA" 51.9179788883775 85.6114141249564 203.121262975037 298.748059314676 23.7829246092588 4.12344983778894 46.8312975019217 26.0989140952006 121.772530069575 82.0635825628415 72.528897318989 157.414291147143 2019-10-08 "Cuenta 4" "Centro 5"
"282" "RESPONSABILIDAD CIVIL DE VEHICULOS" 148.437572643161 5.81258142623119 220.653268694878 287.382866512053 39.2951153684407 20.8286473993212 5.7611626572907 20.1778563903645 62.3248015996069 89.4659594865516 201.366596855223 95.4850969370455 2019-10-09 "Cuenta 1" "Centro 4"
"283" "AUTOMOVIL CASCO FLOTA" 87.2490035835654 69.1545431790873 187.505735177547 247.944717714563 176.836147718132 46.9400485046208 71.0143785458058 71.8077314086258 27.5887851137668 113.986953813583 35.2835286408663 15.228722570464 2019-10-10 "Cuenta 2" "Centro 4"
"284" "AUTOMOVIL" 199.25526175648 2.18399097537622 52.689519431442 46.3998151011765 76.6041380818933 89.6545494440943 30.432924348861 95.6882412545383 74.7517311014235 219.359767553397 291.61162963137 176.065062312409 2019-10-11 "Cuenta 2" "Centro 1"
"285" "AUTOMOVIL" 163.611001288518 54.2435695114546 388.370336778462 18.1780089391395 49.1127295419574 31.844168016687 45.8052427507937 21.8364902539179 75.8536798413843 234.709873236716 75.2515063621104 56.9228480570018 2019-10-12 "Cuenta 2" "Centro 2"
"286" "RESPONSABILIDAD CIVIL DE VEHICULOS" 131.792174046859 51.605190155562 200.795507058501 249.991085194051 184.770954214036 59.6573504153639 20.3935347031802 38.2825509645045 181.848145555705 16.576340678148 175.860535632819 26.7269234173 2019-10-13 "Cuenta 3" "Centro 2"
"287" "RESPONSABILIDAD CIVIL DE VEHICULOS" 24.5152710005641 97.1182283856906 349.849366396666 69.9563812930137 132.454176293686 15.1597315445542 36.0267221461982 47.21567153465 103.425619192421 12.6490441616625 64.3855850212276 60.424801427871 2019-10-14 "Cuenta 4" "Centro 5"
"288" "AUTOMOVIL" 99.8750617261976 13.6969031523913 90.4764467850327 62.9823612514883 37.3973059467971 130.88837787509 65.058034658432 3.01388187799603 42.2328945249319 143.844436621293 3.20606967434287 83.7224998045713 2019-10-15 "Cuenta 2" "Centro 4"
"289" "AUTOMOVIL" 11.3143484573811 74.8024801732972 277.316426392645 173.073277738877 174.933432228863 149.727484770119 60.9371844446287 36.4528376143426 33.8307301048189 110.087694204412 205.045034084469 52.0420867484063 2019-10-16 "Cuenta 5" "Centro 1"
"290" "RESPONSABILIDAD CIVIL DE VEHICULOS" 43.2887077331543 52.289373946609 1.27661935985088 21.3346055941656 27.1470515988767 1.14229992032051 69.0122458618134 66.082109301351 114.522083802149 140.922560286708 277.671478036791 159.26115764305 2019-10-17 "Cuenta 4" "Centro 4"
"291" "RESPONSABILIDAD CIVIL DE VEHICULOS" 32.7935548499227 93.3621231429279 204.368675779551 198.430761205964 189.890094799921 125.470198271796 98.9351140568033 72.2999063087627 148.359152534977 135.652478970587 302.499160636216 159.862866206095 2019-10-18 "Cuenta 5" "Centro 3"
"292" "RESPONSABILIDAD CIVIL DE VEHICULOS" 197.631426621228 59.7432462037541 117.221731506288 179.810688458383 121.492899209261 106.498998263851 27.0352449733764 77.0710267592221 57.8686151187867 215.412708604708 166.149603296071 16.8727132957429 2019-10-19 "Cuenta 2" "Centro 4"
"293" "RESPONSABILIDAD CIVIL DE VEHICULOS" 23.166949627921 78.1065273671411 336.028720252216 296.207240922377 187.850595498458 96.0259457118809 54.572637565434 75.3652062732726 41.9218168128282 130.329498765059 230.709115136415 62.424040492624 2019-10-20 "Cuenta 1" "Centro 2"
"294" "AUTOMOVIL CASCO FLOTA" 190.678452560678 6.58439529081807 173.204025719315 108.927987422794 54.1673366446048 117.336070118472 19.481474487111 15.2603158727288 159.506782796234 206.223373278044 383.796164114028 6.43909038044512 2019-10-21 "Cuenta 2" "Centro 2"
"295" "RESPONSABILIDAD CIVIL DE VEHICULOS" 61.4880033768713 87.7590948038269 301.68131319806 143.224997073412 126.145180920139 77.2214759141207 62.9955647746101 66.728229005821 32.0154713001102 112.484735506587 353.192211966962 2.16733529232442 2019-10-22 "Cuenta 1" "Centro 3"
"296" "AUTOMOVIL CASCO FLOTA" 89.5911561325192 90.8806865587831 8.51677721366286 200.71342298761 13.0662713199854 26.8626467790455 60.8433240093291 96.7636598274112 49.9749806243926 279.540986381471 352.851953264326 20.6458948086947 2019-10-23 "Cuenta 5" "Centro 4"
